"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Short % of Float","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2015-06-09T22:00:00.000Z","140.86","0.88","0.93","3,156,700","40.69","147.74","143.57","139.39","17.06","143.42","143.42","143.42","","-74.67","142.80","0.65","1.24","40.98","-1,475.44","0.31","36.54","3.07","142.84","-0.15","1.87","-0.05","0","9.31","27,659,300.00","139.93","169.26","143.82","10.68","5.40","10.68","5.40","-75.37","-67.22","142.33","140.43","138.52","3.73","","","75.19","133.00","","0.01","40.69","45.66","-0.33","-0.34","0.01","-2.23","1.89","1.45","46.82","-46.82","0.38","-0.24","40.00","-6.67","-11.15","2.04","-1.00","149.00","139.00","619,251.68","-3.48","-1.04","-1.28","102.99","106.37","144.45","147.12","140.34","151.23","137.67","153.90","133.56","143.03","18,846,700.00","117.62","113.88","150.59","143.42","136.25","-1.46","143.57","143.42","144.16","143.42","25.69","-5.08","142.92","24.67","0.58","-1.04","-0.53","-0.51","139.14","-0.43","0.84","145.88","139.93","-174,220.01","-142,609.57","-31,610.44","148.86","141.67","134.49","34.23","142.07","143.86","143.40","144.86","143.88","10.32","146.44","1.82","149.01","141.91","134.82","140.47","140.76","141.33","141.67","141.97","142.31","143.16","143.31","143.45","143.58","143.69","143.89","0.75","0.36","-1.12","0","147.00","143.56","-0.59","-2.41","-707,370.80","-3.24","-3.84","-14.73","7.86","147.00","143.07","139.14","-1.28","0.06","","-5.88","-120.40","37.86","","-51.19","0.66","3.04","-0.22","-5.53","-5.53","5.82","147.74","143.57","139.39","17.62","-0.26","-2.97","1.46","143.98","145.18","136.54","-92.86","0","92.86","144.57","144.21","143.09","17.82","29.90","19.30","2,292.61","17.06"
"2015-06-10T22:00:00.000Z","141.36","0.35","0.40","2,436,000","43.11","147.69","143.42","139.15","17.82","143.36","143.36","143.36","","-63.78","142.51","0.73","1.21","6.19","-37,637.51","0.32","37.33","3.09","142.54","-0.13","1.01","-0.07","0","7.45","30,095,300.00","139.95","41.63","143.82","22.75","12.30","22.75","12.30","-59.27","-65.78","142.29","140.43","138.56","3.50","","","82.80","117.74","","0.01","43.11","50.00","-0.30","-0.33","0.03","-2.09","1.12","1.08","40.41","-40.41","18.09","-0.26","45.00","-10.57","-13.97","-1.06","-1.00","149.00","139.00","627,898.56","-2.69","-1.01","-0.77","102.99","106.38","144.45","147.12","140.34","151.23","137.67","153.90","133.56","142.33","21,282,700.00","118.04","113.91","150.53","143.36","136.19","-0.77","143.42","143.36","144.18","143.36","31.80","-3.91","142.60","24.45","0.41","-1.01","-0.62","-0.39","139.14","-0.38","0.76","145.25","139.95","-99,233.55","-136,413.00","37,179.45","148.59","141.62","134.64","33.50","141.61","143.86","143.44","144.86","144.51","10.69","145.93","1.01","148.48","141.41","134.34","140.91","140.96","141.34","141.62","141.87","142.19","143.04","143.20","143.35","143.48","143.60","143.80","0.73","0.55","-1.45","-1.00","147.00","139.14","-0.38","-1.39","-432,317.83","-2.49","-3.24","-12.02","7.86","147.00","143.07","139.14","-0.74","0.69","","-5.91","-87.61","42.20","","-25.87","0.99","7.43","-0.18","-5.52","-5.53","5.96","147.69","143.42","139.15","25.88","-0.24","-3.13","1.43","143.98","145.42","137.30","-85.71","0","85.71","144.49","143.94","142.49","17.47","28.39","19.62","2,334.24","17.82"
"2015-06-11T22:00:00.000Z","140.29","-0.76","-0.71","2,768,400","39.40","147.48","143.15","138.81","16.75","143.30","143.30","143.30","","-80.87","142.19","0.72","1.18","26.51","-39,024.46","0.34","35.51","3.13","142.22","-0.14","1.58","-0.08","0","5.96","27,326,900.00","139.72","-159.06","143.82","26.89","20.11","26.89","20.11","-53.94","-63.63","142.21","140.33","138.45","3.43","","","77.49","115.23","","0","39.40","46.13","-0.28","-0.31","0.04","-2.12","0.84","1.81","20.09","-20.09","-7.52","-0.34","40.00","-14.03","-16.32","-4.10","-1.00","149.00","139.00","606,943.49","-2.98","-1.06","-1.30","102.21","106.39","144.45","147.12","140.34","151.23","137.67","153.90","133.56","141.76","18,514,300.00","118.04","113.95","150.46","143.30","136.13","-1.47","143.15","143.30","144.20","143.30","31.40","-4.31","142.28","24.25","0.49","-1.06","-0.71","-0.35","139.14","-0.37","0.74","144.86","139.72","-142,377.43","-137,265.06","-5,112.36","148.44","141.38","134.31","28.32","141.43","143.86","143.44","144.86","143.60","9.84","145.27","1.37","148.05","141.00","133.95","140.60","140.73","141.10","141.38","141.63","141.96","142.86","143.04","143.20","143.34","143.47","143.69","0.69","0.77","-1.65","0","147.00","139.14","-0.60","-1.97","-793,730.75","-2.07","-2.49","-12.72","7.86","147.00","143.07","139.14","-1.28","-0.29","","-6.04","-103.16","44.62","","-43.34","0.41","4.84","-0.24","-5.52","-5.52","6.06","147.48","143.15","138.81","17.06","-0.23","-3.22","1.44","143.98","144.49","136.09","-78.57","0","78.57","144.36","143.59","141.95","16.10","30.24","20.40","2,175.18","16.75"
"2015-06-14T22:00:00.000Z","139.40","-0.63","-0.59","2,859,500","36.58","147.37","142.85","138.34","15.86","143.21","143.21","143.21","","-90.27","141.87","0.71","1.20","-13.33","-32,399.14","0.37","40.16","3.17","141.89","-0.14","1.51","-0.09","0","4.77","24,467,400.00","139.24","-122.31","143.61","21.69","23.78","21.69","23.78","-57.41","-62.50","142.19","140.31","138.42","3.58","0.34","0.72","63.60","127.72","8,262,806.00","0","36.58","42.75","-0.26","-0.29","0.03","-2.26","0.29","1.55","23.53","-23.53","-26.63","-0.35","40.00","-17.55","-18.66","-7.07","-1.00","149.00","137.00","588,802.83","-2.95","-1.16","-1.70","101.56","106.39","144.45","147.12","140.34","151.23","137.67","153.90","133.56","141.61","15,654,800.00","118.04","113.98","150.38","143.21","136.05","-1.91","142.85","143.21","144.22","143.21","31.83","-4.23","141.93","24.07","0.41","-1.16","-0.80","-0.36","139.14","-0.39","0.79","144.76","139.24","-183,264.71","-143,836.44","-39,428.27","148.13","141.02","133.90","29.13","141.25","143.68","143.44","144.86","143.52","9.75","145.15","1.18","147.69","140.66","133.63","140.00","140.29","140.73","141.02","141.29","141.64","142.64","142.84","143.01","143.17","143.31","143.55","0.68","1.11","-1.48","1.00","141.61","139.14","-1.45","-2.63","-1,043,905.39","-2.09","-2.07","-14.01","7.86","147.00","143.07","139.14","-1.70","-1.08","","-6.03","-122.42","42.72","8.67","-47.58","0.11","2.53","-0.23","-5.52","-5.52","6.32","147.37","142.85","138.34","11.74","-0.21","-3.30","1.44","143.98","143.66","135.14","-92.86","7.14","100.00","144.27","143.16","141.68","14.89","32.93","21.64","2,052.87","15.86"
"2015-06-15T22:00:00.000Z","139.71","0.22","0.27","2,369,900","38.24","147.04","142.55","138.05","16.65","143.13","143.13","143.13","","-85.28","141.51","0.70","1.23","4.15","-65,895.56","0.37","44.84","3.24","141.53","-0.10","0.81","-0.10","0","3.81","22,097,500.00","139.12","18.88","143.31","14.53","21.04","14.53","21.04","-59.52","-61.96","142.15","140.32","138.50","3.33","","","46.85","137.32","","0","38.24","46.43","-0.24","-0.27","0.03","-2.30","0.63","1.24","27.35","-27.35","-14.00","-0.17","40.00","-20.66","-20.64","-10.05","-1.00","149.00","137.00","594,073.27","-3.48","-1.20","-1.30","101.56","106.40","144.45","147.12","140.34","151.23","137.67","153.90","133.56","141.15","18,024,700.00","118.30","114.01","150.29","143.13","135.98","-1.33","142.55","143.13","144.24","143.13","31.85","-5.04","141.57","23.81","0.34","-1.20","-0.88","-0.32","138.78","-0.36","0.75","144.12","139.12","-108,006.17","-138,717.83","30,711.66","147.59","140.78","133.97","27.95","140.84","143.68","144.44","144.86","142.18","10.04","145.15","0.81","147.47","140.45","133.43","139.86","140.10","140.50","140.78","141.04","141.40","142.45","142.67","142.85","143.02","143.17","143.42","0.70","1.36","-1.17","0","141.61","139.14","-1.44","-2.25","-789,819.00","-2.32","-2.09","-14.76","8.22","147.00","142.89","138.78","-1.23","-0.79","","-6.09","-105.64","41.53","","-44.73","0.42","-4.94","-0.22","-5.51","-5.52","6.30","147.04","142.55","138.05","18.43","-0.24","-3.32","1.40","143.84","143.61","135.81","-92.86","0","92.86","144.10","142.73","141.56","14.28","31.56","22.79","2,071.75","16.65"
"2015-06-16T22:00:00.000Z","139.97","0.19","0.23","2,280,200","39.66","146.45","142.22","137.99","17.46","143.07","143.07","143.07","","-80.84","141.17","0.70","1.18","-0.86","-98,543.79","0.39","48.96","3.24","141.19","-0.09","1.40","-0.10","0","3.05","19,817,300.00","139.22","22.12","143.31","14.54","16.92","14.54","16.92","-56.46","-60.96","141.97","140.15","138.32","2.85","","","53.65","118.90","","0","39.66","48.71","-0.22","-0.25","0.03","-2.28","2.02","1.18","40.54","-40.54","-8.31","-0.06","40.00","-24.41","-23.36","-13.02","-1.00","149.00","139.00","598,316.63","-3.30","-1.20","-0.84","101.56","106.41","144.45","147.12","140.34","151.23","137.67","153.90","133.56","140.68","20,304,900.00","118.52","114.04","150.23","143.07","135.92","-0.79","142.22","143.07","144.25","143.07","31.68","-4.77","141.24","23.70","0.61","-1.20","-0.95","-0.25","138.78","-0.29","0.67","143.28","139.22","-41,284.07","-124,798.72","83,514.65","147.46","140.63","133.80","24.23","140.29","142.89","144.60","144.65","141.25","10.11","145.10","1.40","147.34","140.33","133.31","139.91","140.05","140.38","140.63","140.88","141.22","142.29","142.52","142.71","142.89","143.04","143.31","0.70","1.41","-1.12","-1.00","141.61","138.78","-0.44","-1.84","-592,296.36","-2.19","-2.32","-13.06","8.22","147.00","142.89","138.78","-0.80","-0.31","","-5.99","-82.14","42.81","","-22.51","0.54","-2.41","-0.24","-5.51","-5.51","5.95","146.45","142.22","137.99","23.43","-0.22","-3.40","1.40","143.84","143.93","136.01","-85.71","0","85.71","143.87","142.47","141.34","17.50","29.31","22.96","2,093.87","17.46"
"2015-06-17T22:00:00.000Z","142.67","1.93","1.98","4,583,700","52.03","145.94","142.06","138.17","20.16","143.06","143.06","143.06","","-26.47","141.07","0.80","1.05","25.89","60,755.09","0.40","59.18","3.17","141.07","-0.01","2.84","-0.11","13.76","5.19","24,401,000.00","139.89","406.16","143.31","35.80","21.62","35.80","21.62","-22.84","-54.03","142.36","140.41","138.46","2.79","","","80.20","103.62","","50.00","52.03","51.72","-0.16","-0.22","0.06","-1.64","2.61","0.93","43.78","-43.78","72.08","0.35","45.00","-25.33","-23.59","-15.58","-1.00","149.00","139.00","686,735.41","-0.23","-0.97","1.03","103.52","106.42","144.45","147.12","140.34","151.23","137.67","153.90","133.56","138.78","24,888,600.00","118.52","114.08","150.21","143.06","135.91","1.94","142.06","143.06","144.27","143.06","42.39","-0.33","141.06","23.88","0.57","-0.97","-0.95","-0.02","138.78","-0.18","0.28","142.45","139.89","68,823.55","-97,138.40","165,961.95","148.57","141.00","133.44","38.79","140.79","142.89","144.60","144.45","140.72","12.80","144.99","2.61","147.34","140.32","133.31","141.29","140.93","140.89","141.00","141.15","141.40","142.31","142.52","142.71","142.88","143.03","143.29","0.69","1.29","-1.35","0","141.61","138.78","1.57","-1.04","1,260,313.98","-1.29","-2.19","-4.18","7.66","146.44","142.61","138.78","1.13","2.73","","-4.95","-7.78","50.53","","22.98","1.95","5.19","-0.14","-5.49","-5.51","5.46","145.94","142.06","138.17","57.92","-0.08","-3.31","1.50","143.84","147.54","137.80","-78.57","0","78.57","143.58","142.30","140.95","25.83","25.35","21.39","2,500.03","20.16"
"2015-06-18T22:00:00.000Z","140.96","-1.20","-1.15","6,044,000","45.65","145.45","141.84","138.23","18.16","143.01","143.01","143.01","","-55.96","140.93","0.84","1.00","134.32","301,360.72","0.34","51.35","3.15","140.93","-0.10","2.00","-0.11","16.79","7.51","18,357,000.00","140.18","-112.58","143.31","45.58","31.97","45.58","31.97","-7.13","-45.50","142.54","140.54","138.55","2.50","","","78.11","114.69","","75.00","45.65","48.62","-0.06","-0.18","0.12","-1.60","1.39","0.65","54.47","-54.47","10.93","0.15","45.00","-26.26","-23.78","-17.70","-1.00","149.00","139.00","614,294.19","-1.67","-0.91","0.03","102.28","106.43","144.45","147.12","140.34","151.23","137.67","153.90","133.56","138.86","18,844,600.00","118.52","114.12","150.16","143.01","135.86","0.42","141.84","143.01","144.29","143.01","39.06","-2.39","140.95","24.11","0.33","-0.91","-0.94","0.03","138.78","-0.11","0.13","141.74","140.18","-58,945.29","-91,682.24","32,736.95","148.80","140.99","133.19","36.37","140.87","142.89","144.82","144.45","143.22","14.07","144.07","2.00","147.36","140.34","133.33","141.13","140.94","140.91","140.99","141.12","141.34","142.23","142.44","142.62","142.79","142.95","143.21","0.63","1.22","-1.44","0","141.61","138.78","1.76","-0.24","-396,186.35","-0.44","-1.29","-1.90","7.15","145.93","142.35","138.78","0.04","1.29","","-4.26","-11.83","54.76","","16.40","0.55","8.84","-0.21","-5.49","-5.50","5.09","145.45","141.84","138.23","37.83","-0.13","-3.00","1.54","143.84","146.06","135.86","-71.43","0","71.43","143.29","142.07","140.62","24.13","22.99","20.03","2,387.45","18.16"
"2015-06-21T22:00:00.000Z","141.53","0.40","0.45","2,339,300","47.94","145.07","141.69","138.30","18.73","142.97","142.97","142.97","","-44.44","140.84","0.88","0.98","-14.56","190,903.46","0.35","48.35","3.10","140.85","-0.11","1.58","-0.10","25.07","11.02","20,696,300.00","140.65","2.62","143.31","57.71","46.36","57.71","46.36","6.42","-36.06","142.97","140.97","138.97","2.24","","","77.72","127.31","","87.50","47.94","51.73","0.03","-0.10","0.13","-1.45","1.03","0.93","43.04","-43.04","22.18","-0.02","50.00","-26.39","-23.33","-19.42","-1.00","149.00","139.00","623,753.48","-1.05","-0.81","0.46","102.28","106.44","144.45","147.12","140.34","151.23","137.67","153.90","133.56","139.02","21,183,900.00","119.00","114.16","150.11","142.97","135.82","0.97","141.69","142.97","144.31","142.97","44.85","-1.50","140.88","24.29","0.61","-0.81","-0.92","0.10","138.78","-0.02","0.01","140.98","140.65","4,651.81","-77,920.23","82,572.04","148.91","141.09","133.27","36.45","140.87","142.89","145.10","144.45","142.92","13.31","143.73","1.43","147.47","140.45","133.43","141.33","141.13","141.04","141.09","141.19","141.37","142.18","142.39","142.57","142.74","142.89","143.16","0.61","1.35","-1.26","0","141.61","138.78","1.30","-0.13","-149,105.10","0.24","-0.44","-0.40","6.49","145.27","142.03","138.78","0.52","2.07","","-3.40","-1.32","55.67","","20.56","0.62","7.17","-0.19","-5.49","-5.49","4.78","145.07","141.69","138.30","47.70","-0.15","-2.41","1.54","143.84","146.56","136.50","-57.14","7.14","64.29","143.08","141.73","140.47","22.36","21.31","18.78","2,390.07","18.73"
"2015-06-22T22:00:00.000Z","141.33","-0.14","-0.09","1,974,500","47.19","144.84","141.57","138.30","17.91","142.92","142.92","142.92","","-39.00","140.71","0.86","1.01","-13.71","73,086.49","0.36","48.31","3.05","140.73","-0.12","1.20","-0.10","36.52","16.12","22,670,800.00","141.12","-21.76","143.31","53.53","52.27","53.53","52.27","13.77","-27.00","143.26","141.29","139.32","1.84","","","81.62","129.20","","93.75","47.19","48.70","0.06","-0.03","0.09","-1.38","0.84","1.01","37.27","-37.27","8.67","-0.04","50.00","-26.23","-22.52","-20.68","-1.00","149.00","139.00","620,963.31","-1.30","-0.74","0.43","102.28","106.45","144.45","147.12","140.34","151.23","137.67","153.90","133.56","139.18","19,209,400.00","118.83","114.19","150.07","142.92","135.78","0.73","141.57","142.92","144.32","142.92","39.82","-1.86","140.76","24.46","0.61","-0.74","-0.88","0.14","138.78","0.07","0.09","140.14","141.12","-29,974.81","-71,070.88","41,096.08","148.77","141.14","133.50","37.83","140.87","142.89","145.10","144.45","142.85","13.38","143.73","1.20","147.64","140.61","133.58","141.33","141.20","141.11","141.14","141.21","141.36","142.13","142.33","142.51","142.68","142.83","143.10","0.61","1.50","-0.75","1.00","142.96","138.78","0.89","-0.31","-184,217.79","0.69","0.24","-2.80","6.37","145.15","141.96","138.78","0.47","2.05","","-2.59","-7.64","62.13","","5.72","0.15","1.97","-0.16","-5.49","-5.49","4.61","144.84","141.57","138.30","46.31","-0.15","-1.85","1.52","143.84","146.07","136.59","-57.14","0","57.14","142.93","141.43","140.68","21.10","20.86","17.47","2,368.31","17.91"
"2015-06-23T22:00:00.000Z","140.09","-0.88","-0.83","2,709,400","42.72","144.32","141.34","138.36","16.59","142.87","142.87","142.87","","-68.66","140.62","0.90","1.02","-19.58","38,571.35","0.36","45.30","2.94","140.64","-0.16","1.32","-0.10","47.48","22.39","19,961,400.00","141.08","-146.26","143.31","49.30","53.51","49.30","53.51","3.00","-21.54","143.27","141.32","139.36","1.82","","","74.64","145.18","","96.88","42.72","45.74","0.03","0.03","0.01","-1.51","0.62","1.72","23.70","-23.70","-30.83","-0.02","45.00","-27.79","-23.36","-21.73","-1.00","149.00","139.00","597,191.49","-0.91","-0.77","-0.32","101.39","106.46","144.45","147.12","140.34","151.23","137.67","153.90","133.56","139.33","16,500,000.00","118.83","114.23","150.01","142.87","135.73","-0.56","141.34","142.87","144.33","142.87","40.47","-1.28","140.67","24.55","0.49","-0.77","-0.86","0.09","138.78","0.08","0.12","140.00","141.08","-77,143.45","-71,938.39","-5,205.06","148.48","140.95","133.41","31.11","140.87","142.89","145.10","144.45","142.74","13.49","142.96","1.32","147.82","140.78","133.74","140.71","140.83","140.88","140.95","141.04","141.20","142.00","142.20","142.39","142.56","142.72","143.00","0.54","1.51","-0.30","0","142.96","138.78","0.32","-1.00","-637,853.95","0.74","0.69","-1.76","6.37","145.15","141.96","138.78","-0.35","0.90","","-2.03","-49.57","60.99","","-14.19","-0.70","-1.58","-0.22","-5.50","-5.49","4.21","144.32","141.34","138.36","29.05","-0.13","-1.57","1.50","143.84","144.67","135.51","28.57","78.57","50.00","142.74","141.23","140.93","19.77","23.64","16.86","2,222.05","16.59"
"2015-06-24T22:00:00.000Z","139.45","-0.46","-0.41","2,616,700","40.58","143.72","141.07","138.43","15.39","142.81","142.81","142.81","","-83.97","140.54","0.90","1.01","-21.75","3,695.14","0.36","40.01","2.81","140.55","-0.19","1.20","-0.10","53.33","28.58","17,344,700.00","140.81","-52.04","143.31","36.12","46.32","36.12","46.32","-17.36","-20.78","142.60","140.67","138.75","1.90","","","71.33","165.27","","85.99","40.58","42.80","-0.02","0.03","-0.05","-1.68","0.42","1.52","47.82","-47.82","-43.92","-0.06","45.00","-29.27","-24.18","-22.60","-1.00","149.00","139.00","585,237.13","-0.93","-0.84","-0.70","101.39","106.46","144.45","147.12","140.34","151.23","137.67","153.90","133.56","142.96","13,883,300.00","118.29","114.27","149.95","142.81","135.67","-1.19","141.07","142.81","144.35","142.81","41.19","-1.31","140.59","24.66","0.46","-0.84","-0.86","0.01","138.78","0.05","0.05","140.10","140.81","-117,884.55","-78,502.13","-39,382.42","148.05","140.67","133.29","30.16","140.87","142.61","145.21","144.45","142.33","13.43","142.96","1.20","147.91","140.87","133.82","140.08","140.37","140.56","140.67","140.79","140.98","141.83","142.05","142.25","142.43","142.59","142.88","0.54","1.21","-0.16","0","142.96","138.78","-0.21","-1.41","-785,972.87","0.47","0.74","-1.57","6.32","145.10","141.94","138.78","-0.74","0.48","","-1.81","-80.91","60.82","","-9.86","-0.98","-2.18","-0.28","-5.50","-5.50","3.75","143.72","141.07","138.43","19.29","-0.13","-1.73","1.48","143.84","143.84","135.06","28.57","71.43","42.86","142.48","141.27","141.11","18.63","25.36","16.75","2,170.00","15.39"
