,contract_name,last_trade_date,strike,last_price,bid,ask,change,change,volume,open_interest,implied_volatility,expiry_sheet,expiry_date,option_type,dte,date,dte_bucket
640,META250627P00662500,2025-06-17 15:50:00,662.5,3.03,0.00,0.00,0.00,0.00%,,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
641,META250627P00665000,2025-06-17 15:55:00,665,3.55,0.00,0.00,0.00,0.00%,177.0,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
642,META250627P00667500,2025-06-17 15:59:00,667.5,4.05,0.00,0.00,0.00,0.00%,,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
643,META250627P00670000,2025-06-17 15:59:00,670,4.50,0.00,0.00,0.00,0.00%,379.0,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
644,META250627P00672500,2025-06-17 14:56:00,672.5,4.58,0.00,0.00,0.00,0.00%,,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
645,META250627P00675000,2025-06-17 15:48:00,675,5.00,0.00,0.00,0.00,0.00%,274.0,0.0,0.0313,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
646,META250627P00677500,2025-06-17 15:53:00,677.5,5.85,0.00,0.00,0.00,0.00%,63.0,0.0,0.0313,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
647,META250627P00680000,2025-06-17 15:59:00,680,6.80,0.00,0.00,0.00,0.00%,264.0,0.0,0.0313,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
648,META250627P00682500,2025-06-17 15:56:00,682.5,7.17,0.00,0.00,0.00,0.00%,117.0,0.0,0.0313,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
649,META250627P00685000,2025-06-17 15:59:00,685,8.20,0.00,0.00,0.00,0.00%,199.0,0.0,0.0313,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
650,META250627P00687500,2025-06-17 15:42:00,687.5,8.68,0.00,0.00,0.00,0.00%,84.0,0.0,0.015600000000000001,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
651,META250627P00690000,2025-06-17 15:59:00,690,10.00,0.00,0.00,0.00,0.00%,298.0,0.0,0.015600000000000001,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
652,META250627P00692500,2025-06-17 15:58:00,692.5,10.82,0.00,0.00,0.00,0.00%,146.0,0.0,0.0078000000000000005,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
653,META250627P00695000,2025-06-17 15:59:00,695,12.00,0.00,0.00,0.00,0.00%,261.0,0.0,0.0039000000000000003,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
654,META250627P00697500,2025-06-17 15:58:00,697.5,13.05,0.00,0.00,0.00,0.00%,322.0,0.0,0.0,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
655,META250627P00700000,2025-06-17 15:59:00,700,14.20,0.00,0.00,0.00,0.00%,1.299,0.0,0.0,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
656,META250627P00702500,2025-06-17 15:58:00,702.5,15.50,0.00,0.00,0.00,0.00%,436.0,0.0,0.0,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
