date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
05/31/2010,MSFT,"226,107,054,688","192,436,054,688",13.368,,,3.881,4.947,,
04/30/2010,MSFT,"267,603,833,911","233,932,833,911",15.821,,,4.593,5.854,,
03/31/2010,MSFT,"256,617,075,000","222,946,075,000",15.175,,,4.405,5.614,,
02/28/2010,MSFT,"251,449,114,633","221,345,114,633",15.753,13.661,1.244,4.376,5.678,,
01/31/2010,MSFT,"247,151,588,781","217,047,588,781",15.484,,,4.301,5.581,,
12/31/2009,MSFT,"268,559,280,000","238,455,280,000",16.747,14.514,1.322,4.652,6.065,,
11/30/2009,MSFT,"261,134,959,726","230,402,959,726",19.097,14.245,1.308,4.674,6.336,,
10/31/2009,MSFT,"246,218,035,811","215,486,035,811",18.006,,,4.407,5.974,,
09/30/2009,MSFT,"228,908,000,000","198,176,000,000",16.701,13.477,1.315,4.087,5.554,,
08/31/2009,MSFT,"219,648,109,589","193,947,109,589",15.216,12.92,1.295,3.795,5.553,,
07/31/2009,MSFT,"209,579,048,175","183,878,048,175",14.519,,,3.621,5.298,,
06/30/2009,MSFT,"211,743,160,000","186,042,160,000",14.673,,,3.659,5.353,,
05/31/2009,MSFT,"185,915,151,259","162,574,151,259",12.006,,,3.11,5.032,,
04/30/2009,MSFT,"180,308,327,645","156,967,327,645",11.644,11.962,1.199,3.016,4.881,,
03/31/2009,MSFT,"163,487,856,804","140,146,856,804",10.557,,,2.735,4.425,,
02/28/2009,MSFT,"143,582,590,398","124,867,590,398",8.683,9.533,0.956,2.407,4.164,,
01/31/2009,MSFT,"152,028,625,128","133,313,625,128",9.194,10.091,1.012,2.548,4.409,,
12/31/2008,MSFT,"172,929,933,676","154,214,933,676",10.452,11.468,1.151,2.897,5.016,,
11/30/2008,MSFT,"179,868,480,398","161,121,480,398",10.642,11.933,1.197,3.075,5.354,,
10/31/2008,MSFT,"198,638,138,837","179,891,138,837",11.753,13.175,1.322,3.396,5.913,,
09/30/2008,MSFT,"237,422,835,896","218,675,835,896",14.047,15.748,1.58,4.06,7.067,,
08/31/2008,MSFT,"249,165,697,989","225,503,697,989",14.594,16.103,1.616,4.277,6.867,,
07/31/2008,MSFT,"234,831,137,863","211,169,137,863",13.754,15.175,1.523,4.031,6.472,,
06/30/2008,MSFT,"251,744,010,000","228,082,010,000",14.711,,,4.312,6.938,,
05/31/2008,MSFT,"263,752,453,030","237,411,453,030",16.465,,,4.661,7.023,,
04/30/2008,MSFT,"265,615,111,597","239,274,111,597",16.581,,,4.694,7.073,,
03/31/2008,MSFT,"264,311,250,600","237,970,250,600",16.5,,,4.671,7.038,,
02/29/2008,MSFT,"253,149,849,091","232,073,849,091",15.455,,,4.532,7.352,,
01/31/2008,MSFT,"303,407,539,719","282,331,539,719",18.523,,,5.432,8.812,,
12/31/2007,MSFT,"332,112,400,000","311,036,400,000",20.227,,,5.932,9.646,,
