date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio
12/11/2020,BRK-B,"531,133,873,100","617,397,873,100",,,,,,
12/04/2020,BRK-B,"542,436,533,974","628,700,533,974",,,,,,
11/30/2020,BRK-B,"536,941,314,311","617,815,314,311",15.576,21.322,,1.983,1.293,
11/13/2020,BRK-B,"533,643,074,356","619,907,074,356",,,,,,
10/31/2020,BRK-B,"473,173,323,604","543,788,323,604",22.427,14.993,,1.888,1.203,
10/30/2020,BRK-B,"473,173,323,604","543,788,323,604",,,,,,
10/28/2020,BRK-B,"479,768,796,757","555,772,796,757",,,,,,
10/15/2020,BRK-B,"505,508,564,729","581,512,564,729",,,,,,
10/08/2020,BRK-B,"514,186,403,228","590,190,403,228",,,,,,
09/30/2020,BRK-B,"502,061,568,964","572,676,568,964",23.653,15.823,,1.991,1.275,
09/24/2020,BRK-B,"498,928,863,758","574,932,863,758",,,,,,
08/31/2020,BRK-B,"521,055,450,590","591,670,450,590",24.219,117.647,,2.039,1.323,
08/19/2020,BRK-B,"494,852,262,212","570,856,262,212",,,,,,
08/11/2020,BRK-B,"508,134,475,207","578,749,475,207",,,,,,
07/31/2020,BRK-B,"467,539,163,250","529,132,163,250",49.224,105.263,,2.018,1.258,
07/22/2020,BRK-B,"466,680,755,734","528,273,755,734",,,,,,
07/14/2020,BRK-B,"461,148,596,142","522,741,596,142",,,,,,
06/30/2020,BRK-B,"428,283,132,466","489,876,132,466",44.882,96.154,,1.84,1.153,
05/31/2020,BRK-B,"451,152,950,124","512,745,950,124",46.659,100,,1.912,1.214,
05/29/2020,BRK-B,"451,152,950,124","512,745,950,124",,,,,,
05/20/2020,BRK-B,"427,783,239,767","489,376,239,767",,,,,,
05/11/2020,BRK-B,"424,132,661,771","485,725,661,771",,,,,,
04/30/2020,BRK-B,"455,748,637,343","494,941,637,343",5.64,101.01,,1.403,1.072,
03/31/2020,BRK-B,"442,719,996,472","481,912,996,472",5.504,13.793,0.228,1.369,1.046,
02/29/2020,BRK-B,"502,475,801,856","541,668,801,856",6.212,15.576,0.257,1.545,1.184,
02/28/2020,BRK-B,"502,475,801,856","541,668,801,856",,,,,,
01/31/2020,BRK-B,"546,578,309,590","573,996,309,590",20.397,18.904,0.306,2.13,1.376,
12/31/2019,BRK-B,"551,967,059,524","579,385,059,524",20.585,19.084,0.309,2.15,1.388,
11/30/2019,BRK-B,"538,675,888,214","566,093,888,214",20.021,18.553,0.3,2.091,1.355,
11/29/2019,BRK-B,"538,675,888,214","566,093,888,214",,,,,,
10/31/2019,BRK-B,"519,817,029,881","575,090,029,881",18.056,17.007,0.277,2.004,1.359,
09/30/2019,BRK-B,"509,004,611,788","564,277,611,788",17.669,16.639,0.271,1.961,1.331,
08/31/2019,BRK-B,"497,125,291,930","552,398,291,930",17.277,12.3,0.2,1.917,1.303,
08/30/2019,BRK-B,"497,125,291,930","552,398,291,930",,,,,,
07/31/2019,BRK-B,"503,892,204,674","574,946,204,674",18.85,12.453,0.206,1.978,1.365,
06/30/2019,BRK-B,"521,871,808,368","592,925,808,368",19.56,12.937,0.213,2.052,1.416,
06/28/2019,BRK-B,"521,871,808,368","592,925,808,368",,,,,,
05/31/2019,BRK-B,"484,926,876,215","555,980,876,215",18.115,15.244,,1.901,1.313,
04/30/2019,BRK-B,"531,581,954,802","598,710,954,802",132.897,16.75,,2.371,1.524,
03/31/2019,BRK-B,"493,870,410,495","560,999,410,495",123.195,15.528,,2.198,1.413,
03/29/2019,BRK-B,"493,870,410,495","560,999,410,495",,,,,,
02/28/2019,BRK-B,"495,673,818,980","562,802,818,980",123.446,15.552,,2.202,1.421,
01/31/2019,BRK-B,"508,241,456,009","564,443,456,009",8.183,17.762,,1.979,1.347,
12/31/2018,BRK-B,"502,370,526,709","558,572,526,709",8.129,,,1.966,1.338,
11/30/2018,BRK-B,"536,423,475,805","592,625,475,805",8.688,18.868,,2.101,1.431,
10/31/2018,BRK-B,"505,348,663,903","537,560,663,903",10.664,17.731,,2.124,1.412,
09/30/2018,BRK-B,"527,488,839,280","559,700,839,280",11.122,18.484,,2.215,1.473,
09/28/2018,BRK-B,"527,488,839,280","559,700,839,280",,,,,,
08/31/2018,BRK-B,"517,041,907,522","549,253,907,522",10.842,0.013,0.002,2.159,1.438,
07/31/2018,BRK-B,"491,755,525,656","532,959,525,656",12.282,19.531,2.913,2.147,1.405,
06/30/2018,BRK-B,"462,120,093,699","503,324,093,699",11.586,18.416,2.748,2.025,1.326,
06/29/2018,BRK-B,"462,120,093,699","503,324,093,699",,,,,,
05/31/2018,BRK-B,"472,546,955,123","513,750,955,123",11.889,18.904,2.82,2.078,1.36,
04/30/2018,BRK-B,"478,087,810,091","549,091,810,091",10.634,19.121,2.852,1.974,1.373,
03/31/2018,BRK-B,"492,125,143,655","563,129,143,655",10.95,19.685,2.937,2.033,1.413,
03/30/2018,BRK-B,"492,125,143,655","563,129,143,655",,,,,,
02/28/2018,BRK-B,"510,843,734,730","581,847,734,730",11.374,20.45,3.05,2.111,1.468,
01/31/2018,BRK-B,"530,288,960,551","589,072,960,551",28.317,20.121,3.006,2.189,1.716,
12/31/2017,BRK-B,"489,248,728,671","548,032,728,671",26.183,20.704,3.137,2.024,1.586,
12/29/2017,BRK-B,"489,248,728,671","548,032,728,671",,,,,,
11/30/2017,BRK-B,"477,686,991,541","536,470,991,541",25.494,20.161,3.055,1.971,1.545,
10/31/2017,BRK-B,"461,260,641,544","537,112,641,544",21.144,,,1.922,1.534,
09/30/2017,BRK-B,"452,055,878,700","527,907,878,700",20.734,,,1.885,1.504,
09/29/2017,BRK-B,"452,055,878,700","527,907,878,700",,,,,,
08/31/2017,BRK-B,"446,689,543,046","522,541,543,046",20.49,21.552,10.784,1.863,1.486,
07/31/2017,BRK-B,"431,888,387,041","439,380,387,041",19.139,20.833,10.416,1.824,1.474,
06/30/2017,BRK-B,"418,315,208,944","425,807,208,944",18.527,20.161,10.083,1.766,1.427,
05/31/2017,BRK-B,"408,123,553,607","415,615,553,607",18.079,19.685,9.839,1.723,1.392,
04/30/2017,BRK-B,"407,524,127,892","422,798,127,892",16.921,19.685,9.835,1.822,1.44,
04/28/2017,BRK-B,"407,524,127,892","422,798,127,892",,,,,,
03/31/2017,BRK-B,"411,041,960,452","426,315,960,452",17.072,19.841,9.922,1.839,1.453,
02/28/2017,BRK-B,"422,803,478,121","438,077,478,121",17.558,20.408,10.205,1.891,1.494,
01/31/2017,BRK-B,"404,669,923,215","421,632,923,215",17.394,19.531,9.771,1.859,1.504,
12/31/2016,BRK-B,"401,644,417,328","418,607,417,328",17.271,19.418,9.702,1.846,1.493,
12/30/2016,BRK-B,"401,644,417,328","418,607,417,328",,,,,,
11/30/2016,BRK-B,"388,915,422,895","405,878,422,895",16.684,18.762,9.372,1.783,1.442,
10/31/2016,BRK-B,"355,263,786,264","383,997,786,264",13.952,17.182,2.42,1.635,1.353,
09/30/2016,BRK-B,"355,888,706,790","384,622,706,790",13.968,0.012,0.002,1.637,1.355,
08/31/2016,BRK-B,"371,095,490,444","399,829,490,444",14.55,14.663,2.066,1.705,1.411,
07/31/2016,BRK-B,"355,419,092,275","398,616,092,275",14.51,16.234,2.288,1.658,1.375,
07/29/2016,BRK-B,"355,419,092,275","398,616,092,275",,,,,,
06/30/2016,BRK-B,"356,842,744,107","400,039,744,107",14.562,16.313,2.297,1.664,1.38,
05/31/2016,BRK-B,"347,180,955,532","390,377,955,532",14.135,15.456,2.178,1.615,1.34,
04/30/2016,BRK-B,"359,274,620,553","371,833,620,553",14.889,16,2.254,1.701,1.404,
04/29/2016,BRK-B,"359,274,620,553","371,833,620,553",,,,,,
03/31/2016,BRK-B,"350,311,785,388","362,870,785,388",14.521,15.601,2.199,1.659,1.369,
02/29/2016,BRK-B,"331,805,482,702","344,364,482,702",13.732,14.472,2.038,1.569,1.294,
01/31/2016,BRK-B,"319,656,263,948","338,307,263,948",14.051,13.141,1.414,1.543,1.288,
01/29/2016,BRK-B,"319,656,263,948","338,307,263,948",,,,,,
12/31/2015,BRK-B,"325,280,272,225","343,931,272,225",14.297,13.369,1.438,1.57,1.311,
11/30/2015,BRK-B,"330,721,396,565","349,372,396,565",14.519,13.587,1.461,1.595,1.331,
10/31/2015,BRK-B,"335,755,542,920","353,746,542,920",18.674,13.774,1.482,1.681,1.363,
10/30/2015,BRK-B,"335,755,542,920","353,746,542,920",,,,,,
09/30/2015,BRK-B,"321,148,220,393","339,139,220,393",17.902,0.009,0.001,1.611,1.306,
08/31/2015,BRK-B,"331,602,512,393","349,593,512,393",18.402,0.01,0.002,1.656,1.343,
07/31/2015,BRK-B,"351,764,616,106","371,848,616,106",17.305,0.011,0.002,1.778,1.457,
06/30/2015,BRK-B,"336,037,948,511","356,121,948,511",16.501,0.01,0.002,1.696,1.389,
05/31/2015,BRK-B,"352,677,647,579","372,761,647,579",17.336,0.011,0.002,1.781,1.46,
05/29/2015,BRK-B,"352,677,647,579","372,761,647,579",,,,,,
04/30/2015,BRK-B,"349,325,886,404","366,265,886,404",17.517,0.011,0.002,1.788,1.449,
03/31/2015,BRK-B,"356,514,051,157","373,454,051,157",17.903,0.013,0.002,1.828,1.481,
02/28/2015,BRK-B,"363,337,009,779","375,769,009,779",17.552,0.014,0.002,1.879,1.53,
02/27/2015,BRK-B,"363,337,009,779","375,769,009,779",,,,,,
01/31/2015,BRK-B,"354,646,621,513","367,078,621,513",17.135,0.013,0.002,1.834,1.494,
01/30/2015,BRK-B,"354,646,621,513","367,078,621,513",,,,,,
12/31/2014,BRK-B,"370,664,665,523","383,096,665,523",17.878,0.014,0.002,1.914,1.558,
11/30/2014,BRK-B,"366,434,830,189","378,866,830,189",17.704,0.014,0.002,1.895,1.543,
11/28/2014,BRK-B,"366,434,830,189","378,866,830,189",,,,,,
10/31/2014,BRK-B,"345,190,049,431","363,822,049,431",16.347,0.013,0.004,1.831,1.476,
09/30/2014,BRK-B,"340,148,905,656","358,780,905,656",16.111,,,1.804,1.455,
08/31/2014,BRK-B,"338,125,756,460","356,757,756,460",16.008,,,1.793,1.445,
08/29/2014,BRK-B,"338,125,756,460","356,757,756,460",,,,,,
07/31/2014,BRK-B,"308,984,926,438","333,259,926,438",16.033,,,1.684,1.358,
06/30/2014,BRK-B,"311,832,310,962","336,107,310,962",16.177,,,1.699,1.37,
05/31/2014,BRK-B,"316,118,879,544","340,393,879,544",16.405,,,1.723,1.391,
05/30/2014,BRK-B,"316,118,879,544","340,393,879,544",,,,,,
04/30/2014,BRK-B,"317,813,605,684","341,851,605,684",16.31,,,1.744,1.432,
03/31/2014,BRK-B,"308,140,111,268","332,178,111,268",15.819,,,1.692,1.389,
02/28/2014,BRK-B,"285,546,986,828","309,216,986,828",15.009,,,1.589,1.37,
01/31/2014,BRK-B,"277,012,124,563","300,682,124,563",14.467,,,1.532,1.321,
12/31/2013,BRK-B,"292,412,334,744","316,082,334,744",15.369,,,1.627,1.403,
11/30/2013,BRK-B,"287,300,006,221","310,970,006,221",15.106,,,1.599,1.379,
11/29/2013,BRK-B,"287,300,006,221","310,970,006,221",,,,,,
10/31/2013,BRK-B,"284,098,990,539","312,356,990,539",15.882,,,1.631,1.405,
09/30/2013,BRK-B,"280,013,340,523","308,271,340,523",15.664,,,1.609,1.385,
08/31/2013,BRK-B,"274,420,599,731","302,678,599,731",15.348,,,1.577,1.357,
08/30/2013,BRK-B,"274,420,599,731","302,678,599,731",,,,,,
07/31/2013,BRK-B,"285,777,314,064","299,937,314,064",17.401,,,1.704,1.442,
06/30/2013,BRK-B,"276,548,798,426","290,708,798,426",16.808,,,1.646,1.393,
06/28/2013,BRK-B,"276,548,798,426","290,708,798,426",,,,,,
05/31/2013,BRK-B,"281,381,139,666","295,541,139,666",17.131,,,1.678,1.42,
04/30/2013,BRK-B,"261,674,148,983","277,418,148,983",17.765,,,1.621,1.397,
03/31/2013,BRK-B,"256,834,900,531","272,578,900,531",17.411,,,1.589,1.369,
03/29/2013,BRK-B,"256,834,900,531","272,578,900,531",,,,,,
02/28/2013,BRK-B,"251,230,443,475","266,974,443,475",17.07,,,1.558,1.342,
01/31/2013,BRK-B,"239,305,612,425","255,049,612,425",16.196,,,1.478,1.273,
12/31/2012,BRK-B,"220,619,764,138","236,363,764,138",14.988,,,1.368,1.178,
11/30/2012,BRK-B,"218,139,849,906","232,872,849,906",16.378,,,1.402,1.183,
10/31/2012,BRK-B,"214,020,781,176","228,753,781,176",16.056,,,1.375,1.159,
09/30/2012,BRK-B,"218,944,207,516","239,415,207,516",18.705,,,1.473,1.232,
09/28/2012,BRK-B,"218,944,207,516","239,415,207,516",,,,,,
08/31/2012,BRK-B,"209,053,698,501","229,524,698,501",17.886,,,1.408,1.178,
07/31/2012,BRK-B,"210,418,127,117","230,889,127,117",17.992,,,1.417,1.185,
06/30/2012,BRK-B,"206,350,677,963","230,359,677,963",17.207,,,1.393,1.173,
06/29/2012,BRK-B,"206,350,677,963","230,359,677,963",,,,,,
05/31/2012,BRK-B,"196,387,180,982","220,396,180,982",16.388,,,1.327,1.117,
04/30/2012,BRK-B,"199,380,229,084","223,389,229,084",16.613,,,1.345,1.132,
03/31/2012,BRK-B,"201,134,697,676","224,219,697,676",19.586,,,1.398,1.219,
03/30/2012,BRK-B,"201,134,697,676","224,219,697,676",,,,,,
02/29/2012,BRK-B,"194,511,479,865","217,596,479,865",18.934,,,1.352,1.178,
01/31/2012,BRK-B,"194,407,679,077","217,492,679,077",18.915,,,1.351,1.177,
12/31/2011,BRK-B,"189,215,895,103","214,923,895,103",16.278,,,1.332,1.181,
12/30/2011,BRK-B,"189,215,895,103","214,923,895,103",,,,,,
11/30/2011,BRK-B,"195,358,857,733","221,066,857,733",16.803,,,1.375,1.219,
10/31/2011,BRK-B,"192,942,476,527","218,650,476,527",16.611,,,1.359,1.205,
09/30/2011,BRK-B,"176,172,471,920","201,880,471,920",15.156,,,1.24,1.1,
08/31/2011,BRK-B,"181,068,423,981","189,894,423,981",14.666,,,1.252,1.109,
07/31/2011,BRK-B,"183,943,867,393","192,769,867,393",14.902,,,1.272,1.127,
07/29/2011,BRK-B,"183,943,867,393","192,769,867,393",,,,,,
06/30/2011,BRK-B,"191,706,837,188","200,532,837,188",15.548,,,1.327,1.176,
05/31/2011,BRK-B,"195,718,405,116","211,086,405,116",18.044,,,1.418,1.222,
04/30/2011,BRK-B,"205,831,823,109","221,199,823,109",19.01,,,1.494,1.287,
04/29/2011,BRK-B,"205,831,823,109","221,199,823,109",,,,,,
03/31/2011,BRK-B,"206,681,692,867","222,049,692,867",19.085,,,1.5,1.292,
02/28/2011,BRK-B,"216,181,944,626","236,528,944,626",16.514,,,1.584,1.372,
01/31/2011,BRK-B,"201,911,261,259","222,258,261,259",15.467,,,1.484,1.285,
12/31/2010,BRK-B,"198,316,403,391","218,663,403,391",15.157,,,1.454,1.259,
11/30/2010,BRK-B,"197,621,407,270","221,823,407,270",16.52,,,1.513,1.316,
10/31/2010,BRK-B,"196,636,333,702","220,838,333,702",16.495,,,1.51,1.314,
10/29/2010,BRK-B,"196,636,333,702","220,838,333,702",,,,,,
09/30/2010,BRK-B,"204,839,988,342","229,041,988,342",17.142,,,1.57,1.366,
08/31/2010,BRK-B,"195,178,641,082","225,195,641,082",15.739,,,1.572,1.364,
07/31/2010,BRK-B,"192,878,768,496","222,895,768,496",15.607,,,1.559,1.352,
07/30/2010,BRK-B,"192,878,768,496","222,895,768,496",,,,,,
06/30/2010,BRK-B,"197,378,910,087","227,395,910,087",15.921,,,1.59,1.379,
05/31/2010,BRK-B,"174,394,117,644","206,351,117,644",12.516,,,1.432,1.184,
04/30/2010,BRK-B,"190,069,893,755","222,026,893,755",13.661,,,1.563,1.292,
03/31/2010,BRK-B,"200,684,707,550","232,641,707,550",14.418,,,1.649,1.364,
02/28/2010,BRK-B,"197,484,786,369","204,835,786,369",23.146,,,1.658,1.51,
02/26/2010,BRK-B,"197,484,786,369","204,835,786,369",,,,,,
01/31/2010,BRK-B,"177,852,722,959","185,203,722,959",22.077,,,1.581,1.357,
01/29/2010,BRK-B,"177,852,722,959","185,203,722,959",,,,,,
12/31/2009,BRK-B,"153,625,644,636","160,976,644,636",18.983,,,1.36,1.167,
11/30/2009,BRK-B,"156,023,559,068","167,125,559,068",30.5,,,1.46,1.237,
10/31/2009,BRK-B,"153,368,819,748","164,470,819,748",29.864,,,1.43,1.212,
10/30/2009,BRK-B,"153,368,819,748","164,470,819,748",,,,,,
09/30/2009,BRK-B,"156,076,489,851","167,178,489,851",30.227,,,1.447,1.227,
08/31/2009,BRK-B,"155,369,297,882","169,642,297,882",52.076,,,1.458,1.336,
07/31/2009,BRK-B,"149,733,857,191","164,006,857,191",50.404,,,1.411,1.293,
06/30/2009,BRK-B,"138,108,655,959","152,381,655,959",45.891,,,1.285,1.177,
05/31/2009,BRK-B,"140,931,723,224","153,195,723,224",54.8,,,1.313,1.346,
05/29/2009,BRK-B,"140,931,723,224","153,195,723,224",,,,,,
04/30/2009,BRK-B,"145,019,217,230","157,283,217,230",56.515,,,1.354,1.39,
03/31/2009,BRK-B,"133,653,385,440","145,917,385,440",51.998,,,1.246,1.279,
02/28/2009,BRK-B,"121,277,677,288","132,620,677,288",23.859,,,1.106,1.094,
02/27/2009,BRK-B,"121,277,677,288","132,620,677,288",,,,,,
01/31/2009,BRK-B,"138,741,918,546","150,084,918,546",27.813,,,1.289,1.271,
01/30/2009,BRK-B,"138,741,918,546","150,084,918,546",,,,,,
12/31/2008,BRK-B,"149,567,781,744","160,910,781,744",29.907,,,1.386,1.367,
11/30/2008,BRK-B,"161,593,461,417","165,782,461,417",20.774,,,1.462,1.353,
11/28/2008,BRK-B,"161,593,461,417","165,782,461,417",,,,,,
10/31/2008,BRK-B,"178,778,475,650","182,967,475,650",22.798,,,1.604,1.485,
09/30/2008,BRK-B,"202,926,511,445","207,115,511,445",26.093,,,1.836,1.7,
08/31/2008,BRK-B,"180,859,692,002","185,935,692,002",16.003,,,1.601,1.537,
08/29/2008,BRK-B,"180,859,692,002","185,935,692,002",,,,,,
07/31/2008,BRK-B,"177,463,292,048","182,539,292,048",15.703,,,1.571,1.508,
06/30/2008,BRK-B,"186,841,478,894","191,917,478,894",16.454,,,1.647,1.58,
05/31/2008,BRK-B,"208,689,240,926","209,300,240,926",18.057,,,1.891,1.751,
05/30/2008,BRK-B,"208,689,240,926","209,300,240,926",,,,,,
04/30/2008,BRK-B,"207,248,640,784","207,859,640,784",17.892,,,1.874,1.735,
03/31/2008,BRK-B,"206,971,810,290","207,582,810,290",17.956,,,1.881,1.741,
02/29/2008,BRK-B,"217,138,911,587","206,635,911,587",16.456,,,1.841,1.805,
01/31/2008,BRK-B,"210,719,628,000","200,216,628,000",15.969,,,1.787,1.75,
12/31/2007,BRK-B,"219,377,377,280","208,874,377,280",16.621,,,1.86,1.821,
11/30/2007,BRK-B,"217,078,043,640","204,719,043,640",15.691,,,1.87,1.816,
10/31/2007,BRK-B,"205,005,073,384","192,646,073,384",14.767,,,1.76,1.709,
09/30/2007,BRK-B,"183,392,625,888","170,037,625,888",15.159,,,1.64,1.592,
09/28/2007,BRK-B,"183,392,625,888","170,037,625,888",,,,,,
08/31/2007,BRK-B,"182,409,451,060","169,054,451,060",14.921,,,1.614,1.566,
07/31/2007,BRK-B,"169,340,578,376","155,985,578,376",13.824,,,1.496,1.451,
06/30/2007,BRK-B,"168,314,693,605","155,310,693,605",14.764,,,1.535,1.523,
06/29/2007,BRK-B,"168,314,693,605","155,310,693,605",,,,,,
05/31/2007,BRK-B,"168,603,492,295","155,599,492,295",14.846,,,1.544,1.527,
04/30/2007,BRK-B,"168,328,593,348","155,324,593,348",14.859,,,1.545,1.528,
03/31/2007,BRK-B,"168,243,340,790","157,105,340,790",15.286,,,1.71,1.554,
03/30/2007,BRK-B,"168,243,340,790","157,105,340,790",,,,,,
02/28/2007,BRK-B,"163,618,692,781","152,480,692,781",14.794,,,1.655,1.504,
01/31/2007,BRK-B,"169,755,986,227","158,617,986,227",15.4,,,1.722,1.565,
12/31/2006,BRK-B,"169,647,674,818","158,368,674,818",13.491,,,1.737,1.659,
12/29/2006,BRK-B,"169,647,674,818","158,368,674,818",,,,,,
11/30/2006,BRK-B,"165,006,343,215","153,727,343,215",13.083,,,1.684,1.609,
10/31/2006,BRK-B,"162,677,341,595","151,398,341,595",12.935,,,1.665,1.591,
09/30/2006,BRK-B,"147,491,535,622","135,979,535,622",14.14,,,1.581,1.505,
09/29/2006,BRK-B,"147,491,535,622","135,979,535,622",,,,,,
08/31/2006,BRK-B,"148,192,837,882","136,680,837,882",14.272,,,1.596,1.518,
07/31/2006,BRK-B,"141,176,162,891","129,664,162,891",13.574,,,1.518,1.444,
06/30/2006,BRK-B,"141,178,281,022","129,666,281,022",13.557,,,1.516,1.442,
05/31/2006,BRK-B,"142,192,936,820","129,813,936,820",14.963,,,1.635,1.488,
04/30/2006,BRK-B,"137,059,690,000","124,680,690,000",14.393,,,1.573,1.432,
04/28/2006,BRK-B,"137,059,690,000","124,680,690,000",,,,,,
03/31/2006,BRK-B,"139,225,345,400","126,846,345,400",14.686,,,1.605,1.46,
